venue,id,venue,year,title,authors,author_ids,abstract,cites,conferencePercentile
UbiComp,065b288805bbd709a285121ffb0148f33543caf1,UbiComp,2013,Find my stuff: supporting physical objects search with relative positioning,"Jens Nickels, Pascal Knierim, Bastian Könings, Florian Schaub, Björn Wiedersheim, Steffen Musiol, Michael Weber","2449674, 2190958, 1727777, 1794574, 1678973, 2148963, 1693292","Searching for misplaced keys, phones, or wallets is a common nuisance. Find My Stuff (FiMS) provides search support for physical objects inside furniture, on room level, and in multiple locations, e.g., home and office. Stuff tags make objects searchable while all other localization components are integrated into furniture. FiMS requires minimal configuration and automatically adapts to the user's furniture arrangement. Object search is supported with relative position cues, such as ""phone is inside top drawer"" or ""the wallet is between couch and table,"" which do not require exact object localization. Functional evaluation of our prototype shows the approach's practicality with sufficient accuracy in realistic environments and low energy consumption. We also conducted two user studies, which showed that objects can be retrieved significantly faster with FiMS than manual search and that our relative position cues provide better support than map-based cues. Combined with audiovisual feedback, FiMS also outperforms spotlight-based cues.",7,76.5306122449
UbiComp,b038effa3bbddf87b3272c2a45f9701f44cd48e8,UbiComp,2014,MobileMiner: mining your frequent patterns on your phone,"Vijay Srinivasan, Saeed Moghaddam, Abhishek Mukherji, Kiran Rachuri, Chenren Xu, Emmanuel Munguia Tapia","1877420, 2059167, 2346168, 2541662, 2338071, 1692526","Smartphones can collect considerable context data about the user, ranging from apps used to places visited. Frequent user patterns discovered from longitudinal, multi-modal context data could help personalize and improve overall user experience. Our long term goal is to develop novel middleware and algorithms to efficiently mine user behavior patterns entirely on the phone by utilizing idle processor cycles. Mining patterns on the mobile device provides better privacy guarantees to users, and reduces dependency on cloud connectivity. As an important step in this direction, we develop a novel general-purpose service called MobileMiner that runs on the phone and discovers frequent co-occurrence patterns indicating which context events frequently occur together. Using longitudinal context data collected from 106 users over 1--3 months, we show that MobileMiner efficiently generates patterns using limited phone resources. Further, we find interesting behavior patterns for individual users and across users, ranging from calling patterns to place visitation patterns. Finally, we show how our co-occurrence patterns can be used by developers to improve the phone UI for launching apps or calling contacts.",17,91.5789473684
UbiComp,90f0448260d2f9cc0f86aa89a8c066689e22272a,UbiComp,2004,Cooperative Artefacts: Assessing Real World Situations with Embedded Technology,"Martin Strohbach, Hans-Werner Gellersen, Gerd Kortuem, Christian Kray","2449224, 4919595, 1682658, 1782482","Ubiquitous computing is giving rise to applications that interact very closely with activity in the real world, usually involving instrumentation of environments. In contrast, we propose Cooperative Artefacts that are able to cooperatively assess their situation in the world, without need for supporting infrastructure in the environment. The Cooperative Artefact concept is based on embedded domain knowledge, perceptual intelligence, and rule-based inference in movable artefacts. We demonstrate the concept with design and implementation of augmented chemical containers that are able to detect and alert potentially hazardous situations concerning their storage.",74,73.9130434783
UbiComp,bca90e778eca0426121bfd83ba32aae99a81b4fe,UbiComp,2008,Deploy spontaneously: supporting end-users in building and enhancing a smart home,"Fahim Kawsar, Tatsuo Nakajima, Kaori Fujinami","1792840, 2846273, 2272050","This paper explores system issues for involving end users in constructing and enhancing a smart home. In support of this involvement we present an infrastructure and a tangible deployment tool. Active participation of users is essential in a domestic environment as it offers simplicity, greater usercentric control, lower deployment costs and better support for personalization. Our proposed infrastructure provides the foundation for end user deployment utilizing a loosely coupled framework to represent an artefact and its augmented functionalities. Pervasive applications are built independently and are expressed as a collection of functional tasks. A runtime component, FedNet maps these tasks to corresponding service provider artefacts. The tangible deployment tool uses FedNet and allows end users to deploy and control artefacts and applications only by manipulating RFID cards. Primary advantages of our approach are two-fold. Firstly, it allows end users to deploy ubicomp systems easily in a <i>Do-it-Yourself</i> fashion. Secondly, it allows developers to write applications and to build augmented artefacts in a generic way regardless of the constraints of the target environment. We describe an implemented prototype and illustrate its feasibility in a real life deployment session by the end users. Our study shows that the end users might be involved in deploying future ubicomp systems if appropriate tools and supporting infrastructure are provided.",34,73.8095238095
UbiComp,3b859d891188667210ab6087bddad56abd239a55,UbiComp,2011,Ubiquitous affective awareness and intelligent interaction 2011,"Bin Hu, Li Liu, Jürg Gutknecht","1702845, 3380590, 1729220","The goal of the workshop is to build a forum for researchers from academy and industry to investigate challenging and innovative research issues in the subject, which combines Affective Interaction within ubiquitous environment and to explore creative concepts, theories, innovative technologies and intelligent solutions. Potential participants may come from communities of ubiquitous computing, intelligent computing, brain computer interaction, affective computing, neuroergonomics, cognitive neuroscience etc. in order to present their state-of-the-art progress and visions on the various overlaps across those disciplines. In this proposal, we describe the detailed purpose, topics, and format of this workshop on ""Ubiquitous Affective Awareness and Intelligent Interaction"".",0,12.8
UbiComp,088cbc72ae3c185e768b40bfff9433c487b169de,UbiComp,2013,Labeling method for acceleration data using an execution sequence of activities,"Kazuya Murao, Tsutomu Terada","3330303, 1694397","In the area of activity recognition, many systems using accelerometers have been proposed. Common method for activity recognition requires raw data labeled with ground truth to learn the model. To obtain ground truth, a wearer records his/her activities during data logging through video camera or handwritten memo. However, referring a video takes long time and taking a memo interrupts natural activity. We propose a labeling method for activity recognition using an execution sequence of activities. The execution sequence includes activities in performed order, does not include time stamps, and is made based on his/her memory. Our proposed method partitions and classifies unlabeled data into segments and clusters, and assigns a cluster to each segment, then assign labels according to the best-matching assignment of clusters with the user-recorded activities. The proposed method gave a precision of 0.812 for data including seven kinds of activities. We also confirmed that recognition accuracy with training data labeled with our proposal gave a recall of 0.871, which is equivalent to that with ground truth.",2,45.1895043732
UbiComp,028634c192c785e7a0409e74120f97962d16f8f0,UbiComp,2015,Beyond activity recognition: skill assessment from accelerometer data,"Aftab Khan, Sebastian Mellor, Eugen Berlin, Robin Thompson, Roisin McNaney, Patrick Olivier, Thomas Plötz","7348530, 3033157, 1715182, 2327660, 2440800, 1707234, 7606729","The next generation of human activity recognition applications in ubiquitous computing scenarios focuses on assessing the quality of activities, which goes beyond mere identification of activities of interest. Objective quality assessments are often difficult to achieve, hard to quantify, and typically require domain specific background information that bias the overall judgement and limit generalisation. In this paper we propose a framework for skill assessment in activity recognition that enables automatic quality analysis of human activities. Our approach is based on a hierarchical rule induction technique that effectively abstracts from noise-prone activity data and assesses activity data at different temporal contexts. Our approach requires minimal domain specific knowledge about the activities of interest, which makes it largely generalisable. By means of an extensive case study we demonstrate the effectiveness of the proposed framework in the context of dexterity training of 15 medical students engaging in 50 attempts of surgical activities.",7,82.7731092437
UbiComp,0e5b585d4402bff4f361fa6446d04cee59717c72,UbiComp,2013,"If you see something, swipe towards it: crowdsourced event localization using smartphones","Wentao Robin Ouyang, Animesh Srivastava, Prithvi Prabahar, Romit Roy Choudhury, Merideth Addicott, F. Joseph McClernon","1693488, 2643059, 2086399, 1694368, 2339141, 7279896","This paper presents iSee, a crowdsourced approach to detecting and localizing events in outdoor environments. Upon spotting an event, an iSee user only needs to swipe on her smartphone's touchscreen in the direction of the event. These swiping directions are often inaccurate and so are the compass measurements. Moreover, the swipes do not encode any notion of how far the event is located from the user, neither is the GPS location of the user accurate. Furthermore, multiple events may occur simultaneously and users do not explicitly indicate which events they are swiping towards. Nonetheless, as more users start contributing data, we show that our proposed system is able to quickly detect and estimate the locations of the events. We have implemented iSee on Android phones and have experimented in real-world settings by planting virtual ""events"" in our campus and asking volunteers to swipe on seeing one. Results show that iSee performs appreciably better than established triangulation and clustering-based approaches, in terms of localization accuracy, detection coverage, and robustness to sensor noise.",9,82.5072886297
UbiComp,621e8f8bf58a9ac4e52eccc45da0ac95790739e3,UbiComp,2013,Dog's life: wearable activity recognition for dogs,"Cassim Ladha, Nils Y. Hammerla, Emma Hughes, Patrick Olivier, Thomas Plötz","2204248, 3128867, 1936248, 1707234, 7606729","Health and well-being of dogs, either domesticated pets or service animals, are major concerns that are taken seriously for ethical, emotional, and financial reasons. Welfare assessments in dogs rely on objective observations of both frequency and variability of individual behaviour traits, which is often difficult to obtain in a dog's everyday life. In this paper we have identified a set of activities, which are linked to behaviour traits that are relevant for a dog's wellbeing. We developed a collar-worn accelerometry platform that records dog behaviours in naturalistic environments. A statistical classification framework is used for recognising dog activities. In an experimental evaluation we analysed the naturalistic behaviour of 18 dogs and were able to recognise a total of 17 different activities with approximately 70% classification accuracy. The presented system is the first of its kind that allows for robust and detailed analysis of dog activities in naturalistic environments.",11,87.9008746356
UbiComp,3b7111f43760027e0063a9420bce49d2ebb5971c,UbiComp,2014,Secure and private proofs for location-based activity summaries in urban areas,"Anh Pham, Kévin Huguenin, Igor Bilogrevic, Jean-Pierre Hubaux","5080613, 1716108, 1934140, 1757221","Activity-based social networks, where people upload and share information about their location-based activities (<i>e.g</i>., the routes of their activities), are increasingly popular. Such systems, however, raise privacy and security issues: The service providers know the exact locations of their users; the users can report fake location information in order to, for example, unduly brag about their performance. In this paper, we propose a secure privacy-preserving system for reporting location-based activity summaries (<i>e.g</i>., the total distance covered and the elevation gain). Our solution is based on a combination of cryptographic techniques and geometric algorithms, and it relies on existing Wi-Fi access-point networks deployed in urban areas. We evaluate our solution by using real data sets from the FON community networks and from the Garmin Connect activity-based social network, and we show that it can achieve tight (up to a median accuracy of 76%) verifiable lower-bounds of the distance covered and of the elevation gain, while protecting the location privacy of the users with respect to both the social network operator and the access-point network operator(s).",4,45.2631578947
UbiComp,639708db4be1b3a442f475a518eba03464487b2e,UbiComp,2013,Monitor and understand pilgrims: data collection using smartphones and wearable devices,"Amir Muaremi, Julia Seiter, Gerhard Tröster, Agon Bexheti","2797577, 1778624, 1694431, 1959396","Each year, millions of people visit the sacred sites in Makkah and Madinah. Even though the Hajj pilgrimage is one of the biggest annual events in the world, with many of the pilgrims reporting it as a life-changing experience, quite a little is done to objectively monitor the pilgrims and to understand from the crowd and from the individual point of view what makes this event so special. We present a data collection phase of 8 days of pilgrimage in April 2013 with 41 pilgrims carrying Android smartphones and 10 pilgrims wearing two physiological sensors, namely chest belts and wrist-worn devices. We describe the data recording itself, and emphasize the problems raised and the challenges faced during the study. We provide the best practices for performing solid and efficient user studies in such a difficult environment, and give first insights towards measuring important aspects of the Hajj pilgrimage such as recognition of activities and stages, analysis of group behavior, detection of stressful situations and health monitoring of pilgrims in general.",4,63.2653061224
UbiComp,91b4837249d9034402e1d2e5d45024235c38643d,UbiComp,2002,Rememberer: A Tool for Capturing Museum Visits,"Margaret Fleck, Marcos Frid, Tim Kindberg, Eamonn O'Brien-Strain, Rakhi Rajani, Mirjana Spasojevic","8039792, 2736439, 2718255, 3101382, 2130118, 2968608","We report on our experiences implementing and testing Rememberer, a tool for recording visits to museums. We describe field trials at the Exploratorium, an interactive science museum in San Francisco. This challenging environment enabled us to verify that Rememberer interferes little with the social, hands-on nature of Exploratorium visits and has promise as a vehicle for post-visit reflection and communication.",38,48.0
UbiComp,4020110a77ee85ff63d1b4c4ad4f6ec91cdd4da9,UbiComp,2013,Ubiquitous support for midwives to leverage daily activities,"Abdullah Al Mahmud, David V. Keyson","2411265, 1743231",In this paper we present preliminary outcomes concerning the design of a support system for midwives in the Netherlands to carry out daily activities. The purpose of our design is to make the workflow of mid-wives more efficient. Our user studies confirm that the current workflows of midwives to support pregnant women lack efficiency. The most obvious barrier is the lack of an integrated IT system to provide daily care to pregnant women. Based on the findings we propose some solutions that may help midwives to perform their daily tasks more efficiently.,0,13.2653061224
UbiComp,52624569f2b263a642ac256476661bd2eb6d5f60,UbiComp,2013,Supporting self-experimentation of behavior change strategies,Jisoo Lee,2864286,"Empowering individuals with tools and support that enables them to explore, test, and invent behavior change strategies and actualizing solutions to their uniquely personal needs, throughout their everyday lives, is likely to lead to more robust, personalized, and effective solutions. This research aims to understand how tools that foster self-experimentation of behavior change strategies for the creation of user-driven solutions can support fulfillment and increased self-control. I am equipping end-users with the capacity to construct sensor-augmented responsive environments by developing, deploying, and evaluating a toolkit that provides integrated hardware and software coupled with motivational support pertaining to self-efficacy.",1,32.361516035
UbiComp,3206530e3465f2698c555885d16b6508d2f2ddd5,UbiComp,2013,A tangible programming tool for creation of context-aware applications,"Jisoo Lee, Luis Garduño, Erin Walker, Winslow Burleson","2864286, 2419670, 1777684, 1765229","End-user programming tools, if properly designed, have the potential to empower end-users to create context-aware applications tailored to their own needs and lives, in order to help them break bad habits and change their behaviors. In this work, we present GALLAG Strip, an easy to use mobile and tangible tool that allows users to create context-aware applications without the need of programming experience. It enables programming by physical demonstration of envisioned interactions with the same sensors and objects that users will later encounter in their finished application. After an initial pilot to verify the usability of GALLAG Strip, we conducted a user study to evaluate the effects of tangible programming in terms of ease of use, engagement, and facilitation of the ideation process. We found that tangibility has both benefits and drawbacks, and suggest a mixed tangible and non-tangible approach for better user experience.",10,85.27696793
UbiComp,44ddf99876acc43a2025071c3d168093bfbfbb67,UbiComp,2013,"Collective spaces and collected action: towards reconnecting food, consumers and nature","Elizabeth Edwards, Louise Mullagh, Graham Dean, Gordon S. Blair","8281624, 2870427, 7226624, 1700173","Disconnection between food production, its consumers and in turn between consumers and nature is increasingly seen as problematic for both producers and society at large. Consumers now know very little about where their food has come from, leading potentially to less sustainable practices and less engagement with what they eat and drink.
 We present the concept of reconnecting food (in this particular example, coffee) and consumers through design interventions in the High Street, employing digital innovations based on concepts from the Internet of Things and pervasive public displays. Two interventions carried out within the setting of J. Atkinson &#38; Co. coffee and tea merchants in Lancaster City are discussed. We document the research processes, interaction design and their implementation in relation to notions of reconnecting products and consumers. Future interventions within the setting are also presented in order to demonstrate the on-going dialogue between researchers and retailers. We show that through exploring reconnection through storytelling within a retail environment there is potential to tackle the issues raised in the paper and engage with retailers and consumers.",0,13.2653061224
UbiComp,e822c29d819719ccd8302fed967c1559080dc5bb,UbiComp,2015,User experience in do-it-yourself-style smart homes,"Jong-bum Woo, Youn-Kyung Lim","2868055, 1722498","Do-it-yourself (DIY)-style smart home products enable users to create their own smart homes by installing sensors and actuators. DIY smart home products are a potential solution to current problems related to home automation products, such as inflexible user controls and high costs of installation. Although the expected user experience of DIY smart home products is different from that of previous home automation products, research on DIY smart home products is still in its early stages. In this paper, we report a 3-week in situ observational study involving eight households. The results suggest six stages of the DIY smart home usage cycle and design implications for improving the user experience of DIY smart home products.",4,62.6050420168
UbiComp,4b59686e9ed4cc6395d3b38b3d9d028e92f7c050,UbiComp,2013,Anomalous event detection on large-scale GPS data from mobile phones using hidden markov model and cloud platform,"Apichon Witayangkurn, Teerayut Horanont, Yoshihide Sekimoto, Ryosuke Shibasaki","2817919, 2385428, 2703973, 1721111","Anomaly detection is an important issue in various research fields. An uncommon trajectory or gathering of people in a specific area might correspond to a special event such as a festival, traffic accident or natural disaster. In this paper, we aim to develop a system for detecting such anomalous events in grid-based areas. A framework based on a hidden Markov model is proposed to construct a pattern of spatio-temporal movement of people in each grid during each time period. The numbers of GPS points and unique users in each grid were used as features and evaluated. We also introduced the use of local score to improve the accuracy of the event detection. In addition, we utilized Hadoop, a cloud-computing platform, to accelerate the processing speed and allow the handling of large-scale data. We evaluated the system using a dataset of GPS trajectories of 1.5 million individual mobile phone users accumulated over a one-year period, which constitutes approximately 9.2 billion records.",3,55.8309037901
UbiComp,16a1b59fdb63427b7a6d0c73fa0d386177db7d26,UbiComp,2016,Is only one gps position sufficient to locate you to the road network accurately?,"Hao Wu, Weiwei Sun, Baihua Zheng","1739602, 8397572, 1757894","Locating only one GPS position to a road segment accurately is crucial to many location-based services such as mobile taxi-hailing service, geo-tagging, POI check-in, etc. This problem is challenging because of errors including the GPS errors and the digital map errors (misalignment and the same representation of bidirectional roads) and a lack of context information. To the best of our knowledge, no existing work studies this problem directly and the work to reduce GPS signal errors by considering hardware aspect is the most relevant. Consequently, this work is the first attempt to solve the problem of locating one GPS position to a road segment. We study the problem in a data-driven view to make this process ubiquitous by proposing a tractable, efficient and robust generative model. In addition, we extend our solution to the real application scenario, i.e., taxi-hailing service, and propose an approach to further improve the result accuracy by considering destination information. We use the real taxi GPS data to evaluate our approach. The results show that our approach outperforms all the existing approaches significantly while maintaining robustness, and it can achieve an accuracy as high as 90% in some situations.",0,39.5652173913
UbiComp,c0f3d3ed3efd728efa6346aa0befdba2eb358450,UbiComp,2007,"Yours, Mine and Ours? Sharing and Use of Technology in Domestic Environments","A. J. Bernheim Brush, Kori Inkpen Quinn","3055841, 2735374","Domestic technologies have been a popular area of study for ubiquitous computing researchers, however there is relatively little recent data on how families currently use and share technologies in domestic environments. This paper presents results from an empirical study of 15 families in the U.S in early 2007. We examined the types of technologies families own, including TVs, music players, phones and computers; where they were situated within the home; and the degree of shared ownership and use. Our results call attention to the prevalence of shared usage of technology in domestic environments and also suggest opportunistic spaces for ubiquitous computing technology. While not all ubiquitous computing technologies for domestic environments will be shared, the diverse ways families chose to share their computers suggest that future devices might better match how families wish to use shared technology by supporting both the shared usage model of appliances and the ability to access a personal profile.",35,51.7857142857
UbiComp,0a2ef17cb09b2c17d80ffc7c4733f6ef27be55f0,UbiComp,2012,Improving energy efficiency of personal sensing applications with heterogeneous multi-processors,"Moo-Ryong Ra, Bodhi Priyantha, Aman Kansal, Jie Liu","2768570, 2381107, 2332284, 1699746","The availability of multiple sensors on mobile devices offers a significant new capability to enable rich user and context aware applications. Many of these applications run in the background to continuously sense user context. However, running these applications on mobile devices can impose a significant stress on the battery life, and the use of supplementary low-power processors has been proposed on mobile devices for continuous background activities. In this paper, we experimentally and analytically investigate the design considerations that arise in the efficient use of the low power processor and provide a thorough understanding of the problem space. We answer fundamental questions such as which segments of the application are most efficient to be hosted on the low power processor, and how to select an appropriate low power processor. We discuss our measurements, analysis, and results using multiple low power processors and existing phone platforms.",20,88.7096774194
UbiComp,d2bdf7fc37bda926e6814f80067e94126f06ead9,UbiComp,2013,Towards more natural digital content manipulation via user freehand gestural interaction in a living room,"Sang-Su Lee, Jeonghun Chae, Hyunjeong Kim, Youn-Kyung Lim, Kun-Pyo Lee","1710769, 2471905, 1966252, 1722498, 1829920","Advances in dynamic gesture recognition technologies now make it possible to investigate freehand input techniques. This study tried to understand how users manipulate digital content on a distant screen by hand gesture interaction in a living room environment. While there have been many existing studies that investigate freehand input techniques, we developed and applied a novel study methodology based on a combination of both an existing user elicitation study and conventional Wizard-of-Oz study that involved another non-technical user for providing feedback. Through the study, many useful issues and implications for making freehand gesture interaction design more natural in a living room environment were generated which have not been covered in previous works. Furthermore, we could observe how the initial user-defined gestures are changed over time.",3,55.8309037901
UbiComp,5ca2e78e1309f04aea6d19e12c76c492c4434ed5,UbiComp,2012,SmartShadow-K: an practical knowledge network for joint context inference in everyday life,"Li Zhang, Gang Pan, Zhaohui Wu, Shijian Li, Cho-Li Wang","1712838, 1734380, 1687635, 2548917, 1700250","Smart environments require to percept conditions of people. Current context-aware systems mainly model limited user situations, which constrains their coverage and effect in real world usage. This paper proposes an encyclopedic knowledge network to enable practical context inference in our daily life by: 1) expressing essential semantics of contextual concepts and relations into a well-informed relational network, and 2) exploiting relational semantics to infer various contexts simultaneously. The performance of the approach is validated in real challenging problems and compared with inference of human being.",0,14.5161290323
UbiComp,5f8deb85f68cfae3ea7c10adc7fe2ed91082a1f9,UbiComp,2011,Design of persuasive technologies for healthy sleep behavior,Eun Kyoung Choe,1731038,"Getting the sufficient amount of quality sleep is a key aspect of good health along with a healthy diet and regular exercise. Despite its importance, sleep has been considerably underexplored in the area of human-computer interaction. In this proposal, I describe my research in understanding the need to help improve people's sleep habits and creating a persuasive sleep application to help them achieve their sleep-related goals. The persuasive sleep application involves self-monitoring and feedback features to help people be aware of their sleep habits. My dissertation research investigates a design of a self-monitoring system focusing on how information is presented as a persuasive means accounting for user emotions in the context of receiving concerning health news.",1,33.2
UbiComp,3b11b93bd0266a81201b47acbf215f39c89f454e,UbiComp,2010,Serendipitous family stories: using findings from a study on family communication to share family history,"Frank Bentley, Sujoy Kumar Chowdhury","2634413, 2402928","Storytelling and sharing family histories are important parts of what it means to ""be"" a family. Based on results from a study on intergenerational communication over a distance, we created the Serendipitous Family Stories system. The service allows family members to create visual and audio stories about places of importance in their lives and for their relatives to discover them serendipitously as they go about their lives. We will describe the motivation for the application and explain its functionality. Results from a field study are forthcoming.",1,25.0
UbiComp,62e672a815af8fa7477c12526c3514674f77e650,UbiComp,2011,Promoting intergenerational communication through location-based asynchronous video communication,"Frank Bentley, Santosh Basapur, Sujoy Kumar Chowdhury","2634413, 2958834, 2402928","We describe the design and field evaluation of the Serendipitous Family Stories system, a web and mobile service that allows for videos to be saved in user-specified real-world locations, shared with friends and family, and then serendipitously discovered as those people approach the location of a story. Through a twenty-participant field evaluation, we discovered how this new form of location-based asynchronous communication can be used to strengthen family relationships by encouraging communication across generations and enhancing users' relationships with everyday places in their lives.",9,68.8
UbiComp,40aac35ede229c06a6c4a5e24073c182b4d922af,UbiComp,2012,TempoString: a tangible tool for children's music creation,"Liang He, Guang Li, Yang Zhang, Danli Wang, Hongan Wang","1765426, 5003981, 4449904, 1686845, 7643981","In this paper, we introduce the design and implementation of TempoString, an easy-to-use tool which assists children with music creation. It provides such a fun and novel platform by allowing children to ""draw"" music on a canvas and then edit it using a rope. The main contribution of our work is the novel access which allows children to ""paint"" music on a canvas and then edit using a rope.",1,36.4055299539
UbiComp,ae89683b9366d631ad5f9f3a0df78cfb9d77fd60,UbiComp,2008,Getting to green: understanding resource consumption in the home,"Marshini Chetty, David Tran, Rebecca E. Grinter","3127322, 7151171, 1707373","Rising global energy demands, increasing costs and limited natural resources mean that householders are more conscious about managing their domestic resource consumption. Yet, the question of what tools Ubicomp researchers can create for residential resource management remains open. To begin to address this omission, we present a qualitative study of 15 households and their current management practices around the water, electricity and natural gas systems in the home. We find that in-the-moment resource consumption is mostly invisible to householders and that they desire more real-time information to help them save money, keep their homes comfortable and be environmentally friendly. Designing for domestic sustainability therefore turns on improving the visibility of resource production and consumption costs as well as supporting both individuals and collectives in behavior change. Domestic sustainability also highlights the caveat of potentially creating a green divide by making resource management available only to those who can afford the technologies to support being green. Finally, we suggest that the Ubicomp community can contribute to the domestic and broader sustainability agenda by incorporating green values in designs and highlight the challenge of collecting data on being green.",121,88.0952380952
UbiComp,0f8772fc9ff95e77a956228b2037a48a7a0b1617,UbiComp,2013,"Making family care work: dependence, privacy and remote home monitoring telecare systems","John Vines, Stephen Lindsay, Gary W. Pritchard, Mabel Lie, David Greathead, Patrick Olivier, Katie Brittain","1731773, 8299538, 2475576, 2426085, 2619643, 1707234, 2034114","Supporting independent living for the ageing population in later life is an often-cited application area for ubiquitous computing. Telecare services such as remote monitoring systems are now coming onto the consumer market but there is little knowledge of the impact these technologies may have on relationships between family members and older relatives. We present findings from a live field trial of SHel--a telecare system that allows nominated caregivers to remotely monitor activities--in 17 older adult's homes. Interviews were conducted with the 17 older participants and 11 of their nominated caregivers before, during and after using the system. We establish that such technologies transform existing hidden care routines between family members into care work, and the impact they have upon the sense of independence and privacy of those who are being monitored in their home.",7,76.5306122449
UbiComp,0dcfa37938077e5a8e9690ca4bbb6ee39212eb86,UbiComp,2012,Digital Object Memories for the Internet of Things (DOMe-Iot),"Fahim Kawsar, Chris Speed, Alexander Kröner, Jens Haupert, Thomas Plötz, Daniel Schreiber","1792840, 1735719, 1775419, 1911201, 7606729, 1771446","Digital Object Memories (DOMes) comprise hardware and software components, which together provide an open and universal platform for capturing and interacting with the digital information of connected objects - including storage, documentation and provision of information concerning actions an object is or might be involved in. We envisage that connected objects equipped with DOMes will be enabled to make suggestions and propositions to human users - which implies that an object may have a level of agency. The latter concept is a striking possibility that may change the way that we perceive, interact, and relate to objects. The goal of this established workshop series is to twofold: <i>1.)</i> initiate a conversation concerning the potential for objects to develop agency; and <i>2.)</i> explore how data that is associated with an object may leverage real-world actions. DOMe-IoT 2012 provides a hybrid interdisciplinary workshop format that will combine traditional presentations and discussion with practice-based experimentation.",0,14.5161290323
UbiComp,51a534c04d1546ab8449a14119cbc170318b3cb3,UbiComp,2013,Towards healthier urban mobility,"Dominik Allemann, Martin Raubal","2893464, 2763102","As a consequence of the increased dissemination of wireless and location-aware mobile devices, self-monitoring and crowd-sensing has become increasingly popular in recent years. In parallel, discussions about sustainability, air pollution and greenhouse gas emissions have also been intensified.
 We propose combining ideas of self-monitoring, crowd-sensing and persuasion towards a real-time city atlas which induces urban dwellers to integrate higher levels of physical activities into their daily mobility needs and to guide their mobility behavior towards a higher degree of sustainability as well as a lower exposure to polluted air.",0,13.2653061224
UbiComp,67cad7d2c1a26a32a119a7c06f9131ceefbe3782,UbiComp,2012,Combining robotic frameworks with a smart environment framework: MCA2/SimVis3D and TinySEP,"Michael Arndt, Karsten Berns, Sebastian Wille, Norbert Wehn, Luiza de Souza","3089091, 1702349, 1793190, 1690688, 8417570","This work describes the combination of three software frameworks from two different domains: robotics and smart environments. The two robotic frameworks MCA2 and SimVis-3D that have been in use for several years on a multitude of different robotic systems and TinySEP, a modular framework for smart environments were combined to create a win-win-situation for both roboticists and ubiquitous computing researchers. The possibilities and advantages this combination can offer are discussed, especially in situations where mobile robots and smart environments coexist next to each other. This work is concluded by an experiment that shows the feasibility and the strengths of the proposed approach.",0,14.5161290323
UbiComp,68802113eb5a73c3f94fddbcf59089c5cfbaba43,UbiComp,2013,ClimbAX: skill assessment for climbing enthusiasts,"Cassim Ladha, Nils Y. Hammerla, Patrick Olivier, Thomas Plötz","2204248, 3128867, 1707234, 7606729","In recent years the sport of climbing has seen consistent increase in popularity. Climbing requires a complex skill set for successful and safe exercising. While elite climbers receive intensive expert coaching to refine this skill set, this progression approach is not viable for the amateur population. We have developed ClimbAX - a climbing performance analysis system that aims for replicating expert assessments and thus represents a first step towards an automatic coaching system for climbing enthusiasts. Through an accelerometer based wearable sensing platform, climber's movements are captured. An automatic analysis procedure detects climbing sessions and moves, which form the basis for subsequent performance assessment. The assessment parameters are derived from sports science literature and include: power, control, stability, speed. ClimbAX was evaluated in a large case study with 53 climbers under competition settings. We report a strong correlation between predicted scores and official competition results, which demonstrate the effectiveness of our automatic skill assessment system.",21,95.9183673469
UbiComp,5a472ee51bbef65970468acf5fd926dead546ca5,UbiComp,2013,Revisiting the generality of the rank-based human mobility model,"Darshan Santani, Daniel Gatica-Perez","1765362, 1698682","Location-based social networks, in addition to revealing users' online social network, also informs users' actual movements in the offline physical world. Due to this, they have recently been used in large-scale mobility and urban studies. In this paper, using a rigorous statistical methodology, we have found that a rank-distance distribution, which in recent research has been suggested to be a universal mobility law across cultural, demographic and national boundaries, does not follow a power-law distribution as originally claimed. Using a large-scale dataset obtained from Foursquare in Switzerland and New York City, we have shown that place transitions can be better explained using a log-normal and power-law with exponential cutoff model. Our study suggests that urban mobility patterns are more nuanced than previously reported and that goodness-of-fit tests need to be done in view of the generality of human mobility models.",2,45.1895043732
UbiComp,5ca0421ec4da4fbe98cb934f214d19692611d9e5,UbiComp,2014,LoCo: a ready-to-deploy framework for efficient room localization using Wi-Fi,"Jacob T. Biehl, Matthew Cooper, Gerry Filby, Sven G. Kratz","7457467, 4268667, 2731960, 3103005","In recent years, there has been an explosion of social and collaborative applications that leverage location to provide users novel and engaging experiences. Current location technologies work well outdoors but fare poorly indoors. In this paper we present LoCo, a new framework that can provide highly accurate room-level location using a supervised classification scheme. We provide experiments that show this technique is orders of magnitude more efficient than current state-of-the-art Wi-Fi localization techniques. Low classification overhead and computational footprint make classification practical and efficient even on mobile devices. Our framework has also been designed to be easily deployed and leveraged by developers to help create a new wave of location-driven applications and services.",8,68.9473684211
